participant_uid,participant_index,trial_number,pattern_id,success,solution_sequence_ops,solution_sequence_ops_json,solution_sequence_steps_json,solution_sequence_symbolic_json,solution_sequence_symbolic_str,solution_signature,steps_count,time_spent_sec
P_1769080654014_3oz7ljus8,15,6,6,1,add -> invert,"[""add"",""invert""]","[""add"",""invert""]","[""W1 = add(H271, square)"",""W2 = invert(W1)""]","W1 = add(H271, square) ; W2 = invert(W1)",add|invert,2,26.791
P_1769080654014_3oz7ljus8,15,7,7,1,reflect_h -> reflect_v -> add -> add,"[""reflect_h"",""reflect_v"",""add"",""add""]","[""reflect_h"",""reflect_v"",""add"",""add""]","[""W1 = reflect_h(tri)"",""W2 = reflect_v(W1)"",""W3 = add(W2, tri)"",""W4 = add(H265, H271)""]","W1 = reflect_h(tri) ; W2 = reflect_v(W1) ; W3 = add(W2, tri) ; W4 = add(H265, H271)",reflect_h|reflect_v|add|add,4,332.036
P_1769080654014_3oz7ljus8,15,8,8,1,reflect_v -> add -> reflect_h -> add -> overlap,"[""reflect_v"",""add"",""reflect_h"",""add"",""overlap""]","[""reflect_v"",""add"",""reflect_h"",""add"",""overlap""]","[""W1 = reflect_v(H263)"",""W2 = add(H263, line_v)"",""W3 = reflect_h(H264)"",""W4 = add(H264, line_h)"",""W5 = overlap(W2, W4)""]","W1 = reflect_v(H263) ; W2 = add(H263, line_v) ; W3 = reflect_h(H264) ; W4 = add(H264, line_h) ; W5 = overlap(W2, W4)",reflect_v|add|reflect_h|add|overlap,5,103.447
P_1769080654014_3oz7ljus8,15,9,9,1,overlap -> add,"[""overlap"",""add""]","[""overlap"",""add""]","[""W1 = overlap(H276, H275)"",""W2 = add(square, W1)""]","W1 = overlap(H276, H275) ; W2 = add(square, W1)",overlap|add,2,19.565
P_1769080654014_3oz7ljus8,15,10,10,1,invert,"[""invert""]","[""invert""]","[""W1 = invert(H278)""]",W1 = invert(H278),invert,1,9.141
P_1769080654014_3oz7ljus8,15,11,11,1,invert -> invert -> overlap -> add,"[""invert"",""invert"",""overlap"",""add""]","[""invert"",""invert"",""overlap"",""add""]","[""W1 = invert(H276)"",""W2 = invert(H275)"",""W3 = overlap(W1, W2)"",""W4 = add(H277, W3)""]","W1 = invert(H276) ; W2 = invert(H275) ; W3 = overlap(W1, W2) ; W4 = add(H277, W3)",invert|invert|overlap|add,4,62.298
P_1769080654014_3oz7ljus8,15,12,12,1,subtract,"[""subtract""]","[""subtract""]","[""W1 = subtract(H266, H277)""]","W1 = subtract(H266, H277)",subtract,1,35.686
P_1769080654014_3oz7ljus8,15,13,13,1,subtract,"[""subtract""]","[""subtract""]","[""W1 = subtract(H271, H277)""]","W1 = subtract(H271, H277)",subtract,1,16.588
P_1769080654014_3oz7ljus8,15,14,14,1,add -> subtract,"[""add"",""subtract""]","[""add"",""subtract""]","[""W1 = add(H265, H271)"",""W2 = subtract(W1, H277)""]","W1 = add(H265, H271) ; W2 = subtract(W1, H277)",add|subtract,2,33.745
P_1769083251216_7drm84wpn,16,1,1,1,reflect_h -> reflect_h -> add -> reflect_d -> reflect_d -> add -> reflect_v -> add -> add -> add,"[""reflect_h"",""reflect_h"",""add"",""reflect_d"",""reflect_d"",""add"",""reflect_v"",""add"",""add"",""add""]","[""reflect_h"",""reflect_h"",""add"",""reflect_d"",""reflect_d"",""add"",""reflect_v"",""add"",""add"",""add""]","[""W1 = reflect_h(line_v)"",""W2 = reflect_h(line_h)"",""W3 = add(line_v, W2)"",""W4 = reflect_d(line_v)"",""W5 = reflect_d(line_h)"",""W6 = add(line_v, line_h)"",""W7 = reflect_v(line_v)"",""W8 = add(line_v, W7)"",""W9 = add(W2, line_h)"",""W10 = add(W8, W9)""]","W1 = reflect_h(line_v) ; W2 = reflect_h(line_h) ; W3 = add(line_v, W2) ; W4 = reflect_d(line_v) ; W5 = reflect_d(line_h) ; W6 = add(line_v, line_h) ; W7 = reflect_v(line_v) ; W8 = add(line_v, W7) ; W9 = add(W2, line_h) ; W10 = add(W8, W9)",reflect_h|reflect_h|add|reflect_d|reflect_d|add|reflect_v|add|add|add,10,180.972
P_1769083251216_7drm84wpn,16,2,2,1,add,"[""add""]","[""add""]","[""W1 = add(square, H288)""]","W1 = add(square, H288)",add,1,12.581
P_1769083251216_7drm84wpn,16,3,3,1,invert -> invert,"[""invert"",""invert""]","[""invert"",""invert""]","[""W1 = invert(blank)"",""W2 = invert(H289)""]",W1 = invert(blank) ; W2 = invert(H289),invert|invert,2,24.954
P_1769083251216_7drm84wpn,16,4,4,1,invert -> reflect_v -> invert -> reflect_h -> overlap -> add -> subtract -> overlap -> overlap,"[""invert"",""reflect_v"",""invert"",""reflect_h"",""overlap"",""add"",""subtract"",""overlap"",""overlap""]","[""invert"",""reflect_v"",""invert"",""reflect_h"",""overlap"",""add"",""subtract"",""overlap"",""overlap""]","[""W1 = invert(diag)"",""W2 = reflect_v(diag)"",""W3 = invert(blank)"",""W4 = reflect_h(square)"",""W5 = overlap(W3, square)"",""W6 = add(square, W2)"",""W7 = subtract(W3, W2)"",""W8 = overlap(W1, W7)"",""W9 = overlap(W8, square)""]","W1 = invert(diag) ; W2 = reflect_v(diag) ; W3 = invert(blank) ; W4 = reflect_h(square) ; W5 = overlap(W3, square) ; W6 = add(square, W2) ; W7 = subtract(W3, W2) ; W8 = overlap(W1, W7) ; W9 = overlap(W8, square)",invert|reflect_v|invert|reflect_h|overlap|add|subtract|overlap|overlap,9,354.749
P_1769083251216_7drm84wpn,16,5,5,1,reflect_v -> add -> add,"[""reflect_v"",""add"",""add""]","[""reflect_v"",""add"",""add""]","[""W1 = reflect_v(diag)"",""W2 = add(W1, diag)"",""W3 = add(square, W2)""]","W1 = reflect_v(diag) ; W2 = add(W1, diag) ; W3 = add(square, W2)",reflect_v|add|add,3,121.786
P_1769083251216_7drm84wpn,16,6,6,1,invert,"[""invert""]","[""invert""]","[""W1 = invert(H292)""]",W1 = invert(H292),invert,1,23.935
P_1769083251216_7drm84wpn,16,7,7,1,add -> reflect_v -> add,"[""add"",""reflect_v"",""add""]","[""add"",""reflect_v"",""add""]","[""W1 = add(diag, H288)"",""W2 = reflect_v(diag)"",""W3 = add(W1, W2)""]","W1 = add(diag, H288) ; W2 = reflect_v(diag) ; W3 = add(W1, W2)",add|reflect_v|add,3,61.326
P_1769083251216_7drm84wpn,16,8,8,1,reflect_h -> add -> reflect_v -> add -> overlap,"[""reflect_h"",""add"",""reflect_v"",""add"",""overlap""]","[""reflect_h"",""add"",""reflect_v"",""add"",""overlap""]","[""W1 = reflect_h(line_h)"",""W2 = add(line_h, W1)"",""W3 = reflect_v(line_v)"",""W4 = add(line_v, W3)"",""W5 = overlap(W2, W4)""]","W1 = reflect_h(line_h) ; W2 = add(line_h, W1) ; W3 = reflect_v(line_v) ; W4 = add(line_v, W3) ; W5 = overlap(W2, W4)",reflect_h|add|reflect_v|add|overlap,5,90.69
P_1769083251216_7drm84wpn,16,9,9,1,add,"[""add""]","[""add""]","[""W1 = add(square, H295)""]","W1 = add(square, H295)",add,1,13.156
P_1769083251216_7drm84wpn,16,10,10,1,invert -> invert -> invert -> add -> invert -> subtract,"[""invert"",""invert"",""invert"",""add"",""invert"",""subtract""]","[""invert"",""invert"",""invert"",""add"",""invert"",""subtract""]","[""W1 = invert(blank)"",""W2 = invert(W1)"",""W3 = invert(square)"",""W4 = add(blank, W3)"",""W5 = invert(H295)"",""W6 = subtract(W4, H295)""]","W1 = invert(blank) ; W2 = invert(W1) ; W3 = invert(square) ; W4 = add(blank, W3) ; W5 = invert(H295) ; W6 = subtract(W4, H295)",invert|invert|invert|add|invert|subtract,6,133.666
P_1769083251216_7drm84wpn,16,11,11,1,invert -> subtract -> add,"[""invert"",""subtract"",""add""]","[""invert"",""subtract"",""add""]","[""W1 = invert(blank)"",""W2 = subtract(W1, H288)"",""W3 = add(H295, W2)""]","W1 = invert(blank) ; W2 = subtract(W1, H288) ; W3 = add(H295, W2)",invert|subtract|add,3,62.668
P_1769083251216_7drm84wpn,16,12,12,1,subtract,"[""subtract""]","[""subtract""]","[""W1 = subtract(H289, H295)""]","W1 = subtract(H289, H295)",subtract,1,39.885
P_1769083251216_7drm84wpn,16,13,13,1,reflect_v -> add -> subtract,"[""reflect_v"",""add"",""subtract""]","[""reflect_v"",""add"",""subtract""]","[""W1 = reflect_v(diag)"",""W2 = add(W1, diag)"",""W3 = subtract(W2, H295)""]","W1 = reflect_v(diag) ; W2 = add(W1, diag) ; W3 = subtract(W2, H295)",reflect_v|add|subtract,3,27.591
P_1769083251216_7drm84wpn,16,14,14,1,add -> invert -> overlap,"[""add"",""invert"",""overlap""]","[""add"",""invert"",""overlap""]","[""W1 = add(H288, H300)"",""W2 = invert(H295)"",""W3 = overlap(W1, W2)""]","W1 = add(H288, H300) ; W2 = invert(H295) ; W3 = overlap(W1, W2)",add|invert|overlap,3,56.912
P_1769098338795_kzmexw9lj,17,1,1,1,add -> reflect_h -> reflect_h -> reflect_v -> add,"[""add"",""reflect_h"",""reflect_h"",""reflect_v"",""add""]","[""add"",""reflect_h"",""reflect_h"",""reflect_v"",""add""]","[""W1 = add(line_v, line_h)"",""W2 = reflect_h(W1)"",""W3 = reflect_h(W2)"",""W4 = reflect_v(W3)"",""W5 = add(W4, W2)""]","W1 = add(line_v, line_h) ; W2 = reflect_h(W1) ; W3 = reflect_h(W2) ; W4 = reflect_v(W3) ; W5 = add(W4, W2)",add|reflect_h|reflect_h|reflect_v|add,5,126.493
P_1769098338795_kzmexw9lj,17,2,2,1,add -> reflect_h -> reflect_v -> add -> add,"[""add"",""reflect_h"",""reflect_v"",""add"",""add""]","[""add"",""reflect_h"",""reflect_v"",""add"",""add""]","[""W1 = add(line_h, line_v)"",""W2 = reflect_h(W1)"",""W3 = reflect_v(W2)"",""W4 = add(W1, W3)"",""W5 = add(square, W4)""]","W1 = add(line_h, line_v) ; W2 = reflect_h(W1) ; W3 = reflect_v(W2) ; W4 = add(W1, W3) ; W5 = add(square, W4)",add|reflect_h|reflect_v|add|add,5,35.809
P_1769098338795_kzmexw9lj,17,3,3,1,add -> invert,"[""add"",""invert""]","[""add"",""invert""]","[""W1 = add(square, H304)"",""W2 = invert(W1)""]","W1 = add(square, H304) ; W2 = invert(W1)",add|invert,2,16.455
P_1769098338795_kzmexw9lj,17,4,4,1,subtract -> reflect_h -> overlap,"[""subtract"",""reflect_h"",""overlap""]","[""subtract"",""reflect_h"",""overlap""]","[""W1 = subtract(square, diag)"",""W2 = reflect_h(W1)"",""W3 = overlap(W2, W1)""]","W1 = subtract(square, diag) ; W2 = reflect_h(W1) ; W3 = overlap(W2, W1)",subtract|reflect_h|overlap,3,70.74
P_1769098338795_kzmexw9lj,17,5,5,1,add -> reflect_h -> add,"[""add"",""reflect_h"",""add""]","[""add"",""reflect_h"",""add""]","[""W1 = add(square, diag)"",""W2 = reflect_h(W1)"",""W3 = add(W2, W1)""]","W1 = add(square, diag) ; W2 = reflect_h(W1) ; W3 = add(W2, W1)",add|reflect_h|add,3,17.576
P_1769098338795_kzmexw9lj,17,6,6,1,add -> reflect_h -> add -> invert,"[""add"",""reflect_h"",""add"",""invert""]","[""add"",""reflect_h"",""add"",""invert""]","[""W1 = add(diag, square)"",""W2 = reflect_h(W1)"",""W3 = add(W1, W2)"",""W4 = invert(W3)""]","W1 = add(diag, square) ; W2 = reflect_h(W1) ; W3 = add(W1, W2) ; W4 = invert(W3)",add|reflect_h|add|invert,4,32.22
P_1769098338795_kzmexw9lj,17,7,7,1,add -> reflect_h -> add,"[""add"",""reflect_h"",""add""]","[""add"",""reflect_h"",""add""]","[""W1 = add(H304, diag)"",""W2 = reflect_h(W1)"",""W3 = add(W2, diag)""]","W1 = add(H304, diag) ; W2 = reflect_h(W1) ; W3 = add(W2, diag)",add|reflect_h|add,3,25.852
P_1769098338795_kzmexw9lj,17,8,8,1,add -> reflect_h -> reflect_v -> add -> reflect_d -> overlap,"[""add"",""reflect_h"",""reflect_v"",""add"",""reflect_d"",""overlap""]","[""add"",""reflect_h"",""reflect_v"",""add"",""reflect_d"",""overlap""]","[""W1 = add(line_v, blank)"",""W2 = reflect_h(line_v)"",""W3 = reflect_v(line_v)"",""W4 = add(W3, line_v)"",""W5 = reflect_d(W4)"",""W6 = overlap(W5, W4)""]","W1 = add(line_v, blank) ; W2 = reflect_h(line_v) ; W3 = reflect_v(line_v) ; W4 = add(W3, line_v) ; W5 = reflect_d(W4) ; W6 = overlap(W5, W4)",add|reflect_h|reflect_v|add|reflect_d|overlap,6,68.236
P_1769098338795_kzmexw9lj,17,9,9,1,overlap -> add,"[""overlap"",""add""]","[""overlap"",""add""]","[""W1 = overlap(H307, H306)"",""W2 = add(square, W1)""]","W1 = overlap(H307, H306) ; W2 = add(square, W1)",overlap|add,2,17.686
P_1769098338795_kzmexw9lj,17,10,10,1,overlap -> add -> invert,"[""overlap"",""add"",""invert""]","[""overlap"",""add"",""invert""]","[""W1 = overlap(H307, H306)"",""W2 = add(W1, square)"",""W3 = invert(W2)""]","W1 = overlap(H307, H306) ; W2 = add(W1, square) ; W3 = invert(W2)",overlap|add|invert,3,16.28
P_1769098338795_kzmexw9lj,17,11,11,1,overlap -> invert -> add -> subtract -> invert,"[""overlap"",""invert"",""add"",""subtract"",""invert""]","[""overlap"",""invert"",""add"",""subtract"",""invert""]","[""W1 = overlap(H307, H306)"",""W2 = invert(tri)"",""W3 = add(H307, H306)"",""W4 = subtract(W3, W1)"",""W5 = invert(W4)""]","W1 = overlap(H307, H306) ; W2 = invert(tri) ; W3 = add(H307, H306) ; W4 = subtract(W3, W1) ; W5 = invert(W4)",overlap|invert|add|subtract|invert,5,59.409
P_1769098338795_kzmexw9lj,17,12,12,1,add -> subtract -> add,"[""add"",""subtract"",""add""]","[""add"",""subtract"",""add""]","[""W1 = add(H307, H306)"",""W2 = subtract(W1, H308)"",""W3 = add(W2, square)""]","W1 = add(H307, H306) ; W2 = subtract(W1, H308) ; W3 = add(W2, square)",add|subtract|add,3,41.622
P_1769098338795_kzmexw9lj,17,13,13,1,reflect_v -> add -> subtract,"[""reflect_v"",""add"",""subtract""]","[""reflect_v"",""add"",""subtract""]","[""W1 = reflect_v(diag)"",""W2 = add(W1, diag)"",""W3 = subtract(W2, H308)""]","W1 = reflect_v(diag) ; W2 = add(W1, diag) ; W3 = subtract(W2, H308)",reflect_v|add|subtract,3,20.346
P_1769098338795_kzmexw9lj,17,14,14,1,reflect_v -> add -> add -> subtract,"[""reflect_v"",""add"",""add"",""subtract""]","[""reflect_v"",""add"",""add"",""subtract""]","[""W1 = reflect_v(diag)"",""W2 = add(W1, diag)"",""W3 = add(W2, H304)"",""W4 = subtract(W3, H308)""]","W1 = reflect_v(diag) ; W2 = add(W1, diag) ; W3 = add(W2, H304) ; W4 = subtract(W3, H308)",reflect_v|add|add|subtract,4,33.317
P_1769100126952_29fvefcdc,18,1,1,1,reflect_v -> add -> reflect_h -> add -> add,"[""reflect_v"",""add"",""reflect_h"",""add"",""add""]","[""reflect_v"",""add"",""reflect_h"",""add"",""add""]","[""W1 = reflect_v(line_v)"",""W2 = add(line_v, W1)"",""W3 = reflect_h(line_h)"",""W4 = add(line_h, W3)"",""W5 = add(W4, W2)""]","W1 = reflect_v(line_v) ; W2 = add(line_v, W1) ; W3 = reflect_h(line_h) ; W4 = add(line_h, W3) ; W5 = add(W4, W2)",reflect_v|add|reflect_h|add|add,5,72.501
P_1769100126952_29fvefcdc,18,2,2,1,add -> add -> add -> add,"[""add"",""add"",""add"",""add""]","[""add"",""add"",""add"",""add""]","[""W1 = add(H310, line_v)"",""W2 = add(line_h, H311)"",""W3 = add(W1, W2)"",""W4 = add(W3, square)""]","W1 = add(H310, line_v) ; W2 = add(line_h, H311) ; W3 = add(W1, W2) ; W4 = add(W3, square)",add|add|add|add,4,38.58
P_1769100126952_29fvefcdc,18,3,3,1,add -> invert,"[""add"",""invert""]","[""add"",""invert""]","[""W1 = add(H312, square)"",""W2 = invert(W1)""]","W1 = add(H312, square) ; W2 = invert(W1)",add|invert,2,26.608
P_1769100126952_29fvefcdc,18,4,4,1,reflect_h -> add -> overlap -> invert -> overlap -> overlap,"[""reflect_h"",""add"",""overlap"",""invert"",""overlap"",""overlap""]","[""reflect_h"",""add"",""overlap"",""invert"",""overlap"",""overlap""]","[""W1 = reflect_h(diag)"",""W2 = add(diag, W1)"",""W3 = overlap(W2, square)"",""W4 = invert(W3)"",""W5 = overlap(H313, W4)"",""W6 = overlap(W5, square)""]","W1 = reflect_h(diag) ; W2 = add(diag, W1) ; W3 = overlap(W2, square) ; W4 = invert(W3) ; W5 = overlap(H313, W4) ; W6 = overlap(W5, square)",reflect_h|add|overlap|invert|overlap|overlap,6,217.55
P_1769100126952_29fvefcdc,18,5,5,1,add -> add,"[""add"",""add""]","[""add"",""add""]","[""W1 = add(H316, diag)"",""W2 = add(W1, square)""]","W1 = add(H316, diag) ; W2 = add(W1, square)",add|add,2,22.229
P_1769100126952_29fvefcdc,18,6,6,1,add -> invert,"[""add"",""invert""]","[""add"",""invert""]","[""W1 = add(H319, square)"",""W2 = invert(W1)""]","W1 = add(H319, square) ; W2 = invert(W1)",add|invert,2,22.578
P_1769100126952_29fvefcdc,18,7,7,1,add,"[""add""]","[""add""]","[""W1 = add(H312, H319)""]","W1 = add(H312, H319)",add,1,8.793
P_1769100126952_29fvefcdc,18,8,8,1,add -> add -> overlap,"[""add"",""add"",""overlap""]","[""add"",""add"",""overlap""]","[""W1 = add(H310, line_v)"",""W2 = add(H311, line_h)"",""W3 = overlap(W2, W1)""]","W1 = add(H310, line_v) ; W2 = add(H311, line_h) ; W3 = overlap(W2, W1)",add|add|overlap,3,25.474
P_1769100126952_29fvefcdc,18,9,9,1,add,"[""add""]","[""add""]","[""W1 = add(H320, square)""]","W1 = add(H320, square)",add,1,9.304
P_1769100126952_29fvefcdc,18,10,10,1,add -> invert,"[""add"",""invert""]","[""add"",""invert""]","[""W1 = add(square, H320)"",""W2 = invert(W1)""]","W1 = add(square, H320) ; W2 = invert(W1)",add|invert,2,15.03
P_1769100126952_29fvefcdc,18,11,11,1,add -> add -> add -> overlap -> invert -> add,"[""add"",""add"",""add"",""overlap"",""invert"",""add""]","[""add"",""add"",""add"",""overlap"",""invert"",""add""]","[""W1 = add(H314, blank)"",""W2 = add(W1, H320)"",""W3 = add(W2, square)"",""W4 = overlap(W3, blank)"",""W5 = invert(H312)"",""W6 = add(W5, H320)""]","W1 = add(H314, blank) ; W2 = add(W1, H320) ; W3 = add(W2, square) ; W4 = overlap(W3, blank) ; W5 = invert(H312) ; W6 = add(W5, H320)",add|add|add|overlap|invert|add,6,132.013
P_1769100126952_29fvefcdc,18,12,12,1,add -> invert -> overlap,"[""add"",""invert"",""overlap""]","[""add"",""invert"",""overlap""]","[""W1 = add(square, H312)"",""W2 = invert(H320)"",""W3 = overlap(W1, W2)""]","W1 = add(square, H312) ; W2 = invert(H320) ; W3 = overlap(W1, W2)",add|invert|overlap,3,34.978
P_1769100126952_29fvefcdc,18,13,13,1,invert -> overlap,"[""invert"",""overlap""]","[""invert"",""overlap""]","[""W1 = invert(H320)"",""W2 = overlap(H319, W1)""]","W1 = invert(H320) ; W2 = overlap(H319, W1)",invert|overlap,2,27.435
P_1769100126952_29fvefcdc,18,14,14,1,add -> overlap,"[""add"",""overlap""]","[""add"",""overlap""]","[""W1 = add(H312, H319)"",""W2 = overlap(W1, H321)""]","W1 = add(H312, H319) ; W2 = overlap(W1, H321)",add|overlap,2,26.732
P_1769113915554_1wqj9bp6r,19,1,1,1,reflect_h -> add -> reflect_d -> add,"[""reflect_h"",""add"",""reflect_d"",""add""]","[""reflect_h"",""add"",""reflect_d"",""add""]","[""W1 = reflect_h(line_h)"",""W2 = add(line_h, W1)"",""W3 = reflect_d(W2)"",""W4 = add(W2, W3)""]","W1 = reflect_h(line_h) ; W2 = add(line_h, W1) ; W3 = reflect_d(W2) ; W4 = add(W2, W3)",reflect_h|add|reflect_d|add,4,133.49
P_1769113915554_1wqj9bp6r,19,2,2,1,add -> reflect_v -> add -> reflect_h -> add -> add,"[""add"",""reflect_v"",""add"",""reflect_h"",""add"",""add""]","[""add"",""reflect_v"",""add"",""reflect_h"",""add"",""add""]","[""W1 = add(square, line_v)"",""W2 = reflect_v(line_v)"",""W3 = add(W2, W1)"",""W4 = reflect_h(line_h)"",""W5 = add(line_h, W4)"",""W6 = add(W3, W5)""]","W1 = add(square, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W2, W1) ; W4 = reflect_h(line_h) ; W5 = add(line_h, W4) ; W6 = add(W3, W5)",add|reflect_v|add|reflect_h|add|add,6,173.777
P_1769113915554_1wqj9bp6r,19,3,3,1,invert -> invert,"[""invert"",""invert""]","[""invert"",""invert""]","[""W1 = invert(square)"",""W2 = invert(H324)""]",W1 = invert(square) ; W2 = invert(H324),invert|invert,2,42.151
P_1769113915554_1wqj9bp6r,19,4,4,1,reflect_h -> add -> subtract,"[""reflect_h"",""add"",""subtract""]","[""reflect_h"",""add"",""subtract""]","[""W1 = reflect_h(diag)"",""W2 = add(W1, diag)"",""W3 = subtract(square, W2)""]","W1 = reflect_h(diag) ; W2 = add(W1, diag) ; W3 = subtract(square, W2)",reflect_h|add|subtract,3,92.863
P_1769113915554_1wqj9bp6r,19,5,5,1,add -> reflect_v -> add -> add,"[""add"",""reflect_v"",""add"",""add""]","[""add"",""reflect_v"",""add"",""add""]","[""W1 = add(diag, blank)"",""W2 = reflect_v(diag)"",""W3 = add(diag, W2)"",""W4 = add(square, W3)""]","W1 = add(diag, blank) ; W2 = reflect_v(diag) ; W3 = add(diag, W2) ; W4 = add(square, W3)",add|reflect_v|add|add,4,149.219
P_1769113915554_1wqj9bp6r,19,6,6,1,invert,"[""invert""]","[""invert""]","[""W1 = invert(H327)""]",W1 = invert(H327),invert,1,25.258
P_1769113915554_1wqj9bp6r,19,7,7,1,reflect_d -> add -> add,"[""reflect_d"",""add"",""add""]","[""reflect_d"",""add"",""add""]","[""W1 = reflect_d(H323)"",""W2 = add(H323, W1)"",""W3 = add(W2, H326)""]","W1 = reflect_d(H323) ; W2 = add(H323, W1) ; W3 = add(W2, H326)",reflect_d|add|add,3,129.091
P_1769113915554_1wqj9bp6r,19,8,8,1,overlap -> subtract,"[""overlap"",""subtract""]","[""overlap"",""subtract""]","[""W1 = overlap(H324, H326)"",""W2 = subtract(W1, square)""]","W1 = overlap(H324, H326) ; W2 = subtract(W1, square)",overlap|subtract,2,142.992
P_1769113915554_1wqj9bp6r,19,9,9,1,add,"[""add""]","[""add""]","[""W1 = add(square, H331)""]","W1 = add(square, H331)",add,1,10.922
P_1769113915554_1wqj9bp6r,19,10,10,1,invert -> subtract,"[""invert"",""subtract""]","[""invert"",""subtract""]","[""W1 = invert(square)"",""W2 = subtract(W1, H331)""]","W1 = invert(square) ; W2 = subtract(W1, H331)",invert|subtract,2,67.396
P_1769113915554_1wqj9bp6r,19,11,11,1,invert -> subtract -> add,"[""invert"",""subtract"",""add""]","[""invert"",""subtract"",""add""]","[""W1 = invert(H331)"",""W2 = subtract(W1, H328)"",""W3 = add(W2, H331)""]","W1 = invert(H331) ; W2 = subtract(W1, H328) ; W3 = add(W2, H331)",invert|subtract|add,3,74.856
P_1769113915554_1wqj9bp6r,19,12,12,1,subtract,"[""subtract""]","[""subtract""]","[""W1 = subtract(H324, H331)""]","W1 = subtract(H324, H331)",subtract,1,23.115
P_1769113915554_1wqj9bp6r,19,13,13,1,subtract,"[""subtract""]","[""subtract""]","[""W1 = subtract(H326, H331)""]","W1 = subtract(H326, H331)",subtract,1,20.142
P_1769113915554_1wqj9bp6r,19,14,14,1,subtract,"[""subtract""]","[""subtract""]","[""W1 = subtract(H329, H331)""]","W1 = subtract(H329, H331)",subtract,1,10.881
P_1769252147621_u8aeiyq60,20,1,1,1,add -> reflect_h -> add -> invert -> reflect_h -> add -> add -> reflect_v -> invert -> reflect_h -> add -> add -> reflect_h -> add,"[""add"",""reflect_h"",""add"",""invert"",""reflect_h"",""add"",""add"",""reflect_v"",""invert"",""reflect_h"",""add"",""add"",""reflect_h"",""add""]","[""add"",""reflect_h"",""add"",""invert"",""reflect_h"",""add"",""add"",""reflect_v"",""invert"",""reflect_h"",""add"",""add"",""reflect_h"",""add""]","[""W1 = add(line_h, line_v)"",""W2 = reflect_h(line_h)"",""W3 = add(line_h, line_v)"",""W4 = invert(square)"",""W5 = reflect_h(line_v)"",""W6 = add(line_h, line_v)"",""W7 = add(tri, tri)"",""W8 = reflect_v(line_v)"",""W9 = invert(W6)"",""W10 = reflect_h(line_h)"",""W11 = add(W8, line_v)"",""W12 = add(W11, line_h)"",""W13 = reflect_h(W12)"",""W14 = add(W13, line_h)""]","W1 = add(line_h, line_v) ; W2 = reflect_h(line_h) ; W3 = add(line_h, line_v) ; W4 = invert(square) ; W5 = reflect_h(line_v) ; W6 = add(line_h, line_v) ; W7 = add(tri, tri) ; W8 = reflect_v(line_v) ; W9 = invert(W6) ; W10 = reflect_h(line_h) ; W11 = add(W8, line_v) ; W12 = add(W11, line_h) ; W13 = reflect_h(W12) ; W14 = add(W13, line_h)",add|reflect_h|add|invert|reflect_h|add|add|reflect_v|invert|reflect_h|add|add|reflect_h|add,14,923.72
P_1769252147621_u8aeiyq60,20,2,2,1,add,"[""add""]","[""add""]","[""W1 = add(square, H334)""]","W1 = add(square, H334)",add,1,24.536
P_1769252147621_u8aeiyq60,20,3,3,1,add -> invert,"[""add"",""invert""]","[""add"",""invert""]","[""W1 = add(square, H334)"",""W2 = invert(W1)""]","W1 = add(square, H334) ; W2 = invert(W1)",add|invert,2,22.348
P_1769252147621_u8aeiyq60,20,4,4,1,add -> subtract -> reflect_v -> overlap,"[""add"",""subtract"",""reflect_v"",""overlap""]","[""add"",""subtract"",""reflect_v"",""overlap""]","[""W1 = add(square, diag)"",""W2 = subtract(W1, diag)"",""W3 = reflect_v(W2)"",""W4 = overlap(W2, W3)""]","W1 = add(square, diag) ; W2 = subtract(W1, diag) ; W3 = reflect_v(W2) ; W4 = overlap(W2, W3)",add|subtract|reflect_v|overlap,4,133.184
P_1769252147621_u8aeiyq60,20,5,5,1,add -> add -> reflect_v -> add,"[""add"",""add"",""reflect_v"",""add""]","[""add"",""add"",""reflect_v"",""add""]","[""W1 = add(square, diag)"",""W2 = add(square, diag)"",""W3 = reflect_v(W2)"",""W4 = add(W2, W3)""]","W1 = add(square, diag) ; W2 = add(square, diag) ; W3 = reflect_v(W2) ; W4 = add(W2, W3)",add|add|reflect_v|add,4,110.689
P_1769252147621_u8aeiyq60,20,6,6,1,add -> add -> reflect_h -> add -> invert,"[""add"",""add"",""reflect_h"",""add"",""invert""]","[""add"",""add"",""reflect_h"",""add"",""invert""]","[""W1 = add(square, diag)"",""W2 = add(square, diag)"",""W3 = reflect_h(W2)"",""W4 = add(W2, W3)"",""W5 = invert(W4)""]","W1 = add(square, diag) ; W2 = add(square, diag) ; W3 = reflect_h(W2) ; W4 = add(W2, W3) ; W5 = invert(W4)",add|add|reflect_h|add|invert,5,99.479
P_1769252147621_u8aeiyq60,20,7,7,1,add -> add -> subtract -> add -> reflect_h -> add,"[""add"",""add"",""subtract"",""add"",""reflect_h"",""add""]","[""add"",""add"",""subtract"",""add"",""reflect_h"",""add""]","[""W1 = add(H336, blank)"",""W2 = add(H334, W1)"",""W3 = subtract(W2, square)"",""W4 = add(H334, diag)"",""W5 = reflect_h(W4)"",""W6 = add(W4, W5)""]","W1 = add(H336, blank) ; W2 = add(H334, W1) ; W3 = subtract(W2, square) ; W4 = add(H334, diag) ; W5 = reflect_h(W4) ; W6 = add(W4, W5)",add|add|subtract|add|reflect_h|add,6,122.558
